Form Key,Editor Id,Name,School,Type,Cast Type,Target Type,Base Cost,Computed Auto Cost,Charge Time,Arcane Fever,Winner Overwrite,Taught By
0047A7:KataPUMBSpellPack.esp,Kata_S_Psionics_75_DeathMantle_1,Death Mantle (Rank I),Psionics,Spell,FireAndForget,Self,96,794,0.5,,KataPUMBSpellPack.esp,Kata_B_Psionics_75_DeathMantle
0098D3:KataPUMB_SpellPackage.esp,Kata_Spell_FearCloak_I,Death Mantle (Rank I),Psionics,Spell,FireAndForget,Self,80,353,0.5,,KataPUMB_SpellPackage.esp,Kata_SpellBook_DeathMantle_I
0047A8:KataPUMBSpellPack.esp,Kata_S_Psionics_99_DeathMantle_2,Death Mantle (Rank II),Psionics,Spell,FireAndForget,Self,210,4663,1.5,,KataPUMBSpellPack.esp,Kata_B_Psionics_99_DeathMantle
0098D4:KataPUMB_SpellPackage.esp,Kata_Spell_FearCloak_II,Death Mantle (Rank II),Psionics,Spell,FireAndForget,Self,196,968,0.5,,KataPUMB_SpellPackage.esp,Kata_SpellBook_DeathMantle_II
00BB25:Apocalypse - Magic of Skyrim.esp,WB_Ill_Dispel1_Spell_DispelMagic,Dispel Magic,Psionics,Spell,FireAndForget,Self,29,55,1,,Zenderal - Magic Patches.esp,WB_I000_DispelMagic_Book
0047D0:KataPUMBSpellPack.esp,Kata_S_Psionics_00_Diversion_1,Diversion (Rank I),Psionics,Spell,FireAndForget,Aimed,31,23578,0,,KataPUMBSpellPack.esp,Kata_B_Psionics_00_Diversion_1
0047D1:KataPUMBSpellPack.esp,Kata_S_Psionics_25_Diversion_2,Diversion (Rank II),Psionics,Spell,FireAndForget,Aimed,44,47078,0,,KataPUMBSpellPack.esp,Kata_B_Psionics_25_Diversion
0047D3:KataPUMBSpellPack.esp,Kata_S_Psionics_50_Diversion_3,Diversion (Rank III),Psionics,Spell,FireAndForget,Aimed,76,82578,0,,KataPUMBSpellPack.esp,Kata_B_Psionics_50_Diversion
0047D5:KataPUMBSpellPack.esp,Kata_S_Psionics_75_Diversion_4,Diversion (Rank IV),Psionics,Spell,FireAndForget,Aimed,115,138482,0,,KataPUMBSpellPack.esp,Kata_B_Psionics_75_Diversion
0047D7:KataPUMBSpellPack.esp,Kata_S_Psionics_99_Diversion_5,Diversion (Rank V),Psionics,Spell,FireAndForget,Aimed,218,216320,0,,KataPUMBSpellPack.esp,Kata_B_Psionics_99_Diversion
01FE0C:Enderal - Forgotten Stories.esm,_07E_FS_Dreameater,Dreameater (Rank I),Psionics,Spell,FireAndForget,Aimed,21,32,0.6,,Enderal SE - Gameplay Overhaul.esp,_07E_FS_Spell_Dreameater
01FE16:Enderal - Forgotten Stories.esm,_14E_FS_Dreameater,Dreameater (Rank II),Psionics,Spell,FireAndForget,Aimed,34,54,0.6,,Enderal SE - Gameplay Overhaul.esp,_14E_FS_Spell_Dreameater
01FE17:Enderal - Forgotten Stories.esm,_24E_FS_Dreameater,Dreameater (Rank III),Psionics,Spell,FireAndForget,Aimed,47,78,0.6,,Enderal SE - Gameplay Overhaul.esp,_24E_FS_Spell_Dreameater
01FE18:Enderal - Forgotten Stories.esm,_34E_FS_Dreameater,Dreameater (Rank IV),Psionics,Spell,FireAndForget,Aimed,61,106,0.6,,Enderal SE - Gameplay Overhaul.esp,_34E_FS_Spell_Dreameater
01FE19:Enderal - Forgotten Stories.esm,_44E_FS_Dreameater,Dreameater (Rank V),Psionics,Spell,FireAndForget,Aimed,76,138,0.6,,Enderal SE - Gameplay Overhaul.esp,_44E_FS_Spell_Dreameater
01FE1C:Enderal - Forgotten Stories.esm,_54E_FS_Dreameater,Dreameater (Rank VI),Psionics,Spell,FireAndForget,Aimed,92,176,0.6,,Enderal SE - Gameplay Overhaul.esp,_54E_FS_Spell_Dreameater
0A4EF7:Apocalypse - Magic of Skyrim.esp,WB_Ill_PassthroughDmg4_Spell_EmpathicAgony,Empathic Agony,Psionics,Spell,FireAndForget,Aimed,90,366,0.5,,Zenderal - Magic Patches.esp,WB_I075_EmpathicAgony_Book
0306AC:Apocalypse - Magic of Skyrim.esp,WB_Ill_Command4_Spell_EnslaveTheWeak,Enslave the Weak,Psionics,Spell,FireAndForget,Aimed,160,650,3,,Zenderal - Magic Patches.esp,WB_I075_EnslaveTheWeak_Book
037332:Apocalypse - Magic of Skyrim.esp,WB_Ill_Simulacrum3_Spell_EvilTwin,Evil Twin,Psionics,Spell,Concentration,Self,27,33,3,,Zenderal - Magic Patches.esp,WB_I050_EvilTwin_Book
043CE1:Apocalypse - Magic of Skyrim.esp,WB_Ill_PassthroughDmg3_Spell_FigmentOfPain,Figment of Pain,Psionics,Spell,FireAndForget,TargetActor,96,219,0.5,,Zenderal - Magic Patches.esp,WB_I050_FigmentOfPain_Book
15B849:Apocalypse - Magic of Skyrim.esp,WB_Ill_Simulacrum4_Spell_FoldIntoEther,Fold Into Ether,Psionics,Spell,FireAndForget,Aimed,147,275,0.2,,Zenderal - Magic Patches.esp,WB_I075_FoldIntoEther_Book
00AAE8:Apocalypse - Magic of Skyrim.esp,WB_Ill_Invis4_Spell_Ghostwalk,Ghostwalk,Psionics,Spell,FireAndForget,Self,111,450,0.5,,Zenderal - Magic Patches.esp,WB_I075_Ghostwalk_Book
0C74EA:Apocalypse - Magic of Skyrim.esp,WB_Ill_PassthroughDmg5_Spell_HarrowingDirge,Harrowing Dirge,Psionics,Spell,FireAndForget,Aimed,111,643,3,,Zenderal - Magic Patches.esp,WB_I100_HarrowingDirge_Book
046DC4:Apocalypse - Magic of Skyrim.esp,WB_Ill_Invis5_Spell_HiddenCobra,Hidden Cobra,Psionics,Spell,FireAndForget,TargetActor,119,689,3,,Zenderal - Magic Patches.esp,WB_I100_HiddenCobra_Book
03682F:Apocalypse - Magic of Skyrim.esp,WB_Ill_TempDmg2_Spell_IllusoryFlames,Illusory Flames,Psionics,Spell,Concentration,Aimed,16,19,0.5,,Zenderal - Magic Patches.esp,WB_I025_IllusoryFlames_Book
032C8B:Apocalypse - Magic of Skyrim.esp,WB_Ill_TempDmg3_Spell_IllusoryPyre,Illusory Pyre,Psionics,Spell,FireAndForget,TargetActor,61,140,0.5,,Zenderal - Magic Patches.esp,WB_I050_IllusoryPyre_Book
0047BA:KataPUMBSpellPack.esp,Kata_S_Psionics_50_Inspire_1,Inspiring Aura (Rank I),Psionics,Spell,FireAndForget,Self,105,2658,0.5,,EGO - KataPUMB Spell Package.esp,Kata_B_Psionics_50_Inspire_B
0047B8:KataPUMBSpellPack.esp,Kata_S_Psionics_75_Inspire_2,Inspiring Aura (Rank II),Psionics,Spell,FireAndForget,Self,140,4153,0.5,,EGO - KataPUMB Spell Package.esp,Kata_B_Psionics_75_Inspire_C
0047B7:KataPUMBSpellPack.esp,Kata_S_Psionics_99_Inspire_3,Inspiring Aura (Rank III),Psionics,Spell,FireAndForget,Self,185,5699,0.5,,EGO - KataPUMB Spell Package.esp,Kata_B_Psionics_99_Inspire_D
0416BF:Apocalypse - Magic of Skyrim.esp,WB_Ill_Antimage5_Spell_LastWord,Last Word,Psionics,Spell,FireAndForget,Aimed,26,150,0.2,,Zenderal - Magic Patches.esp,WB_I100_LastWord_Book
00B5B7:Apocalypse - Magic of Skyrim.esp,WB_Ill_Damage5_Spell_MagickaVoid,Magicka Void,Psionics,Spell,FireAndForget,Aimed,125,725,5,,Zenderal - Magic Patches.esp,WB_I100_MagickaVoid_Book
00B341:KataPUMB_SpellPackage.esp,Kata_Spell_Mantra_II_Concealment,Mantra of Concealment,Psionics,Spell,FireAndForget,Self,50,2653,3,,KataPUMB_SpellPackage.esp,Kata_SpellBook_Mantra_II_Concealment
00B343:KataPUMB_SpellPackage.esp,Kata_Spell_Mantra_IV_Concentration,Mantra of Concentration,Psionics,Spell,FireAndForget,Self,180,1237,3,,KataPUMB_SpellPackage.esp,Kata_SpellBook_Mantra_IV_Concentration
00B340:KataPUMB_SpellPackage.esp,Kata_Spell_Mantra_I_Distraction,Mantra of Distraction,Psionics,Spell,FireAndForget,Self,35,2653,3,,KataPUMB_SpellPackage.esp,Kata_SpellBook_Mantra_I_Distraction
00B347:KataPUMB_SpellPackage.esp,Kata_Spell_Mantra_III_Pain_I,Mantra of Pain (One Handed),Psionics,Spell,FireAndForget,Self,80,2653,3,,KataPUMB_SpellPackage.esp,Kata_SpellBook_Mantra_III_Pain_I
00B345:KataPUMB_SpellPackage.esp,Kata_Spell_Mantra_III_Pain_II,Mantra of Pain (Two Handed),Psionics,Spell,FireAndForget,Self,80,2653,3,,KataPUMB_SpellPackage.esp,Kata_SpellBook_Mantra_III_Pain_II
00B349:KataPUMB_SpellPackage.esp,Kata_Spell_Mantra_IV_Resolve,Mantra of Resolve,Psionics,Spell,FireAndForget,Self,180,1237,3,,KataPUMB_SpellPackage.esp,Kata_SpellBook_Mantra_IV_Resolve
01EFDD:Enderal - Forgotten Stories.esm,_25E_FS_Mesmerize,Mesmerize,Psionics,Spell,FireAndForget,Aimed,110,395,0.75,,Enderal SE - Gameplay Overhaul.esp,_25E_FS_Spell_Mesmerize
01EFDA:Enderal - Forgotten Stories.esm,_10E_FS_Mesmerize,Mesmerize (Rank I),Psionics,Spell,FireAndForget,Aimed,75,309,0.75,,Enderal SE - Gameplay Overhaul.esp,_10E_FS_Spell_Mesmerize
01EFDE:Enderal - Forgotten Stories.esm,_40E_FS_Mesmerize,Mesmerize (Rank III),Psionics,Spell,FireAndForget,Aimed,165,1162,0.75,,Enderal SE - Gameplay Overhaul.esp,_40E_FS_Spell_Mesmerize
1274CF:Apocalypse - Magic of Skyrim.esp,WB_Ill_Antimage4_Spell_MimicsCloak,Mimic's Cloak,Psionics,Spell,FireAndForget,Self,107,435,0.5,,Zenderal - Magic Patches.esp,WB_I075_MimicsCloak_Book
0378AE:Apocalypse - Magic of Skyrim.esp,WB_Ill_Command4_Spell_MindControl,Mind Control,Psionics,Spell,FireAndForget,Aimed,116,468,1,,Zenderal - Magic Patches.esp,WB_I075_MindControl_Book
0378A9:Apocalypse - Magic of Skyrim.esp,WB_Ill_Vision2_Spell_MindVision,Mind Vision,Psionics,Spell,FireAndForget,TargetActor,58,90,1,,Zenderal - Magic Patches.esp,WB_I025_MindVision_Book
00A613:KataPUMB_SpellPackage.esp,Kata_Spell_MindWrack_I,Mind Wrack (Rank I),Psionics,Spell,FireAndForget,Aimed,35,12,0.5,,KataPUMB_SpellPackage.esp,Kata_SpellBook_MindWrack_I
00A614:KataPUMB_SpellPackage.esp,Kata_Spell_MindWrack_II,Mind Wrack (Rank II),Psionics,Spell,FireAndForget,Aimed,35,23,0.5,,KataPUMB_SpellPackage.esp,Kata_SpellBook_MindWrack_II
00A620:KataPUMB_SpellPackage.esp,Kata_Spell_MindWrack_III,Mind Wrack (Rank III),Psionics,Spell,FireAndForget,Aimed,75,43,0.5,,KataPUMB_SpellPackage.esp,Kata_SpellBook_MindWrack_III
00A61D:KataPUMB_SpellPackage.esp,Kata_Spell_MindWrack_IV,Mind Wrack (Rank IV),Psionics,Spell,FireAndForget,Aimed,100,68,0.5,,KataPUMB_SpellPackage.esp,Kata_SpellBook_MindWrack_IV
00A61A:KataPUMB_SpellPackage.esp,Kata_Spell_MindWrack_V,Mind Wrack (Rank V),Psionics,Spell,FireAndForget,Aimed,130,79,0.5,,KataPUMB_SpellPackage.esp,Kata_SpellBook_MindWrack_V
00A624:KataPUMB_SpellPackage.esp,Kata_Spell_MindWrack_VI,Mind Wrack (Rank VI),Psionics,Spell,FireAndForget,Aimed,150,119,0.5,,KataPUMB_SpellPackage.esp,Kata_SpellBook_MindWrack_VI
00A61F:KataPUMB_SpellPackage.esp,Kata_Spell_MindWrack_VII,Mind Wrack (Rank VII),Psionics,Spell,FireAndForget,Aimed,200,154,0.5,,KataPUMB_SpellPackage.esp,Kata_SpellBook_MindWrack_VII
0047BF:KataPUMBSpellPack.esp,Kata_S_Psionics_00_Shatter_1,Mind wrack (Rank I),Psionics,Spell,FireAndForget,Aimed,16,0,0.5,,KataPUMBSpellPack.esp,Kata_B_Psionics_00_Shatter
0047C2:KataPUMBSpellPack.esp,Kata_S_Psionics_25_Shatter_2,Mind wrack (Rank II),Psionics,Spell,FireAndForget,Aimed,25,0,0.5,,KataPUMBSpellPack.esp,Kata_B_Psionics_25_Shatter
0047C3:KataPUMBSpellPack.esp,Kata_S_Psionics_50_Shatter_3,Mind wrack (Rank III),Psionics,Spell,FireAndForget,Aimed,34,0,0.5,,KataPUMBSpellPack.esp,Kata_B_Psionics_50_Shatter
0047C4:KataPUMBSpellPack.esp,Kata_S_Psionics_75_Shatter_4,Mind wrack (Rank IV),Psionics,Spell,FireAndForget,Aimed,42,0,0.5,,KataPUMBSpellPack.esp,Kata_B_Psionics_75_Shatter_4
0047C6:KataPUMBSpellPack.esp,Kata_S_Psionics_75_Shatter_5,Mind wrack (Rank V),Psionics,Spell,FireAndForget,Aimed,58,0,0.5,,KataPUMBSpellPack.esp,Kata_B_Psionics_75_Shatter_5
0047C7:KataPUMBSpellPack.esp,Kata_S_Psionics_99_Shatter_6,Mind wrack (Rank VI),Psionics,Spell,FireAndForget,Aimed,76,0,0.5,,KataPUMBSpellPack.esp,Kata_B_Psionics_99_Shatter
037E1A:Apocalypse - Magic of Skyrim.esp,WB_Ill_Simulacrum5_Spell_MirrorEntity,Mirror Entity,Psionics,Spell,FireAndForget,Aimed,148,857,1,,Zenderal - Magic Patches.esp,WB_I100_MirrorEntity_Book
000875:Enderal SE - Gameplay Overhaul.esp,XionSpellNightEye,Night Eye,Psionics,Spell,FireAndForget,Self,59,15,0.5,,Enderal SE - Gameplay Overhaul.esp,XionNightVision
000878:Enderal SE - Gameplay Overhaul.esp,XionSpellNightmare,Nightmare,Psionics,Spell,FireAndForget,TargetActor,73,1116,0.5,,Enderal SE - Gameplay Overhaul.esp,XionNightmareDUPLICATE001
08558A:Apocalypse - Magic of Skyrim.esp,WB_Ill_Simulacrum1_Spell_PaleShadow,Pale Shadow,Psionics,Spell,FireAndForget,Aimed,21,40,0.5,,Zenderal - Magic Patches.esp,WB_I000_PaleShadow_Book
119BD7:Skyrim.esm,_00E_Panik,Panic (Rank I),Psionics,Spell,FireAndForget,Aimed,26,26,0.5,,Enderal SE - Gameplay Overhaul.esp,_05E_SpellBookPanic
13744E:Skyrim.esm,_13E_Panik,Panic (Rank II),Psionics,Spell,FireAndForget,Aimed,42,63,0.5,,Enderal SE - Gameplay Overhaul.esp,_13E_SpellBookPanic
137450:Skyrim.esm,_25E_Panik,Panic (Rank III),Psionics,Spell,FireAndForget,Aimed,62,116,0.5,,Enderal SE - Gameplay Overhaul.esp,_24E_SpellBookPanic
137451:Skyrim.esm,_30E_Panik,Panic (Rank IV),Psionics,Spell,FireAndForget,Aimed,83,188,0.5,,Enderal SE - Gameplay Overhaul.esp,_30E_SpellBookPanic
137452:Skyrim.esm,_37E_Panik,Panic (Rank V),Psionics,Spell,FireAndForget,Aimed,105,273,0.5,,Enderal SE - Gameplay Overhaul.esp,_37E_SpellBookPanic
137453:Skyrim.esm,_42E_Panik,Panic (Rank VI),Psionics,Spell,FireAndForget,Aimed,127,371,0.5,,Enderal SE - Gameplay Overhaul.esp,_42E_SpellBookPanic
001CCD:Enderal SE - Gameplay Overhaul.esp,XionSpellRuneFear,Panic Rune,Psionics,Spell,FireAndForget,TargetLocation,100,0,1.1,,Enderal SE - Gameplay Overhaul.esp,XionFearRune
0047E0:KataPUMBSpellPack.esp,Kata_S_Psionics_50_PhaseRetreat_1,Phase Retreat (Rank I),Psionics,Spell,FireAndForget,Self,66,156,0.8,,KataPUMBSpellPack.esp,Kata_B_Psionics_50_PhaseRetreat
0047E2:KataPUMBSpellPack.esp,Kata_S_Psionics_75_PhaseRetreat_2,Phase Retreat (Rank I),Psionics,Spell,FireAndForget,Self,125,46,0.5,,EGO - KataPUMB Spell Package.esp,Kata_B_Psionics_75_PhaseRetreat_C
0047E4:KataPUMBSpellPack.esp,Kata_S_Psionics_99_PhaseRetreat_3,Phase Retreat (Rank II),Psionics,Spell,FireAndForget,Self,175,100,0.5,,EGO - KataPUMB Spell Package.esp,Kata_B_Psionics_99_PhaseRetreat_D
06FF26:Skyrim.esm,_30E_FS_PsionicPush,Psionic Push (Rank I),Psionics,Spell,FireAndForget,Aimed,48,204,0.75,,Enderal SE - Gameplay Overhaul.esp,_30E_FS_Spell_PsionicPush
06FF1E:Skyrim.esm,_48E_FS_PsionicPush,Psionic Push (Rank II),Psionics,Spell,FireAndForget,Aimed,68,329,0.75,,Enderal SE - Gameplay Overhaul.esp,_48E_FS_Spell_PsionicPush
01E8DE:Enderal - Forgotten Stories.esm,_54E_FS_PsionicPush,Psionic Push (Rank III),Psionics,Spell,FireAndForget,Aimed,90,489,0.75,,Enderal SE - Gameplay Overhaul.esp,_54E_FS_Spell_PsionicPush
01E8C9:Enderal - Forgotten Stories.esm,_05E_FS_Psychose,Psychosis (Rank I),Psionics,Spell,FireAndForget,Aimed,17,12,0.3,,Enderal SE - Gameplay Overhaul.esp,_05E_FS_Spell_Psychose
01E8D4:Enderal - Forgotten Stories.esm,_15E_FS_Psychose,Psychosis (Rank II),Psionics,Spell,FireAndForget,Aimed,26,18,0.3,,Enderal SE - Gameplay Overhaul.esp,_15E_FS_Spell_Psychose
01E8D5:Enderal - Forgotten Stories.esm,_24E_FS_Psychose,Psychosis (Rank III),Psionics,Spell,FireAndForget,Aimed,36,26,0.3,,Enderal SE - Gameplay Overhaul.esp,_24E_FS_Spell_Psychose
01E8D6:Enderal - Forgotten Stories.esm,_30E_FS_Psychose,Psychosis (Rank IV),Psionics,Spell,FireAndForget,Aimed,46,36,0.3,,Enderal SE - Gameplay Overhaul.esp,_30E_FS_Spell_Psychose
01E8D7:Enderal - Forgotten Stories.esm,_48E_FS_Psychose,Psychosis (Rank V),Psionics,Spell,FireAndForget,Aimed,57,48,0.3,,Enderal SE - Gameplay Overhaul.esp,_48E_FS_Spell_Psychose
01E8D8:Enderal - Forgotten Stories.esm,_54E_FS_Psychose,Psychosis (Rank VI),Psionics,Spell,FireAndForget,Aimed,68,62,0.3,,Enderal SE - Gameplay Overhaul.esp,_54E_FS_Spell_Psychose
085B03:Apocalypse - Magic of Skyrim.esp,WB_Ill_Simulacrum5_Spell_PullFromEternity,Pull From Eternity,Psionics,Spell,FireAndForget,Aimed,119,689,4.5,,Zenderal - Magic Patches.esp,WB_I100_PullFromEternity_Book
0321BA:Apocalypse - Magic of Skyrim.esp,WB_Ill_TempDmg5_Spell_ScreamOfPain,Scream of Pain,Psionics,Spell,FireAndForget,Self,277,1607,2.5,,Zenderal - Magic Patches.esp,WB_I100_ScreamOfPain_Book
03789F:Apocalypse - Magic of Skyrim.esp,WB_Ill_Simulacrum4_Spell_Seidstone,Seidstone,Psionics,Spell,FireAndForget,Aimed,85,344,0,,Zenderal - Magic Patches.esp,WB_I075_Seidstone_Book
031C4D:Apocalypse - Magic of Skyrim.esp,WB_Ill_Invis3_Spell_Shadowbond,Shadowbond,Psionics,Spell,FireAndForget,TargetActor,80,182,0.5,,Zenderal - Magic Patches.esp,WB_I050_Shadowbond_Book
00C0AC:Apocalypse - Magic of Skyrim.esp,WB_Ill_PassthroughDmg2_Spell_SharedTrauma,Shared Trauma,Psionics,Spell,FireAndForget,Aimed,42,65,0.5,,Zenderal - Magic Patches.esp,WB_I025_SharedTrauma_Book
0DD94B:Apocalypse - Magic of Skyrim.esp,WB_Ill_Invis5_Spell_Shroudwalk,Shroudwalk,Psionics,Spell,FireAndForget,Self,232,1345,3.5,,Zenderal - Magic Patches.esp,WB_I100_Shroudwalk_Book
137787:Skyrim.esm,_15E_Lautlos,Silence (Rank I),Psionics,Spell,FireAndForget,Self,58,20,0.75,,Enderal SE - Gameplay Overhaul.esp,_15E_SpellBookSilence
137793:Skyrim.esm,_30E_Lautlos,Silence (Rank II),Psionics,Spell,FireAndForget,Self,94,309,0.75,,Enderal SE - Gameplay Overhaul.esp,_30E_SpellBookSilence
15B843:Apocalypse - Magic of Skyrim.esp,WB_Ill_Antimage1_Spell_SilveryBarbs,Silvery Barbs,Psionics,Spell,FireAndForget,Aimed,22,42,0.5,,Zenderal - Magic Patches.esp,WB_I000_SilveryBarbs_Book
1A4A50:Apocalypse - Magic of Skyrim.esp,WB_Ill_Antimage3_Spell_SleepingDogs,Sleeping Dogs,Psionics,Spell,FireAndForget,Aimed,127,290,0.5,,Zenderal - Magic Patches.esp,WB_I050_SleepingDogs_Book
137796:Skyrim.esm,_05E_Erzeurnen,Soothe (Rank I),Psionics,Spell,FireAndForget,Aimed,28,24,0.5,,Enderal SE - Gameplay Overhaul.esp,_05E_SpellBookProvoke
137797:Skyrim.esm,_10E_Erzeurnen,Soothe (Rank II),Psionics,Spell,FireAndForget,Aimed,46,62,0.5,,Enderal SE - Gameplay Overhaul.esp,_10E_SpellBookProvoke
137798:Skyrim.esm,_17E_Erzeurnen,Soothe (Rank III),Psionics,Spell,FireAndForget,Aimed,68,119,0.5,,Enderal SE - Gameplay Overhaul.esp,_17E_SpellBookProvoke
137799:Skyrim.esm,_25E_Erzeurnen,Soothe (Rank IV),Psionics,Spell,FireAndForget,Aimed,91,200,0.5,,Enderal SE - Gameplay Overhaul.esp,_25E_SpellBookProvoke
13779A:Skyrim.esm,_30E_Erzeurnen,Soothe (Rank V),Psionics,Spell,FireAndForget,Aimed,115,299,0.5,,Enderal SE - Gameplay Overhaul.esp,_30E_SpellBookProvoke
13779B:Skyrim.esm,_37E_Erzeurnen,Soothe (Rank VI),Psionics,Spell,FireAndForget,Aimed,139,417,0.5,,Enderal SE - Gameplay Overhaul.esp,_37E_SpellBookProvoke
001CCC:Enderal SE - Gameplay Overhaul.esp,XionSpellRuneCalm,Soothing Rune,Psionics,Spell,FireAndForget,TargetLocation,105,0,1.1,,Enderal SE - Gameplay Overhaul.esp,XionCharmRune
085579:Apocalypse - Magic of Skyrim.esp,WB_Ill_Simulacrum5_Spell_SpectralWarband,Spectral Warband,Psionics,Spell,FireAndForget,Self,216,1256,3,,Zenderal - Magic Patches.esp,WB_I100_SpectralWarband_Book
002E88:KataPUMBSpellPack.esp,Kata_S_Psionics_25_Summon_Spirit_3_,Summon Spirit (Rank II): Pus Beetle,Psionics,Spell,FireAndForget,TargetLocation,79,360,0.5,,KataPUMBSpellPack.esp,Kata_B_Psionics_25_Summon_Spirit_3
002E8A:KataPUMBSpellPack.esp,Kata_S_Psionics_50_Summon_Spirit_4,Summon Spirit (Rank III): Leopard,Psionics,Spell,FireAndForget,TargetLocation,96,360,0.5,,KataPUMBSpellPack.esp,Kata_B_Psionics_50_Summon_Spirit_4
002E8C:KataPUMBSpellPack.esp,Kata_S_Psionics_50_Summon_Spirit_5,Summon Spirit (Rank III): Lion,Psionics,Spell,FireAndForget,TargetLocation,106,360,0.5,,KataPUMBSpellPack.esp,Kata_B_Psionics_50_Summon_Spirit_5
002E8E:KataPUMBSpellPack.esp,Kata_S_Psionics_75_Summon_Spirit_6_,Summon Spirit (Rank IV): Troll,Psionics,Spell,FireAndForget,TargetLocation,118,360,0.5,,KataPUMBSpellPack.esp,Kata_B_Psionics_75_Summon_Spirit_6
002E92:KataPUMBSpellPack.esp,Kata_S_Psionics_99_Summon_Spirit_8,Summon Spirit (Rank V): Mammoth,Psionics,Spell,FireAndForget,TargetLocation,168,360,0.5,,KataPUMBSpellPack.esp,Kata_B_Psionics_99_Summon_Spirit_8
002E94:KataPUMBSpellPack.esp,Kata_S_Psionics_99_Summon_Spirit_9,Summon Spirit (Rank VI): Colossus,Psionics,Spell,FireAndForget,TargetLocation,210,360,0.5,,KataPUMBSpellPack.esp,Kata_B_Psionics_99_Summon_Spirit_9
00BB22:Apocalypse - Magic of Skyrim.esp,WB_Ill_Antimage2_Spell_Thoughtsteal,Thoughtsteal,Psionics,Spell,FireAndForget,Aimed,64,100,0.5,,Zenderal - Magic Patches.esp,WB_I025_Thoughtsteal_Book
001CCB:Enderal SE - Gameplay Overhaul.esp,XionSpellSilenceUNUSED,Unstable Thoughts,Psionics,Spell,FireAndForget,Aimed,63,0,0.5,,Enderal SE - Gameplay Overhaul.esp,XionSilence
037E24:Apocalypse - Magic of Skyrim.esp,WB_Ill_Invis4_Spell_Vanish,Vanish,Psionics,Spell,FireAndForget,Self,168,680,3,,Zenderal - Magic Patches.esp,WB_I075_Vanish_Book
15B847:Apocalypse - Magic of Skyrim.esp,WB_Ill_Invis4_Spell_HrormirsMisdirection,Veil of Misdirection,Psionics,Spell,FireAndForget,TargetActor,74,301,0.5,,Zenderal - Magic Patches.esp,WB_I075_HrormirsMisdirection_Book
05E21C:Apocalypse - Magic of Skyrim.esp,WB_Ill_TempDmg5_Spell_Wyrd,Wyrd,Psionics,Spell,FireAndForget,Self,189,1100,3,,Zenderal - Magic Patches.esp,WB_I100_Wyrd_Book
03C5F5:Skyrim.esm,_00E_Teleport_MarkSpell,Mark,,LesserPower,FireAndForget,Self,100,0,3,,Enderal SE - Gameplay Overhaul.esp,_00E_SpellBookTeleportMark
03C5F6:Skyrim.esm,_00E_Teleport_ReturnSpell,Return,,LesserPower,FireAndForget,Self,125,0,3,,Enderal SE - Gameplay Overhaul.esp,_00E_SpellBookTeleportReturn
